Attribution Method,Layer Name,Neuron Index,Relevance Score
GradXAct,yolo_model.model.19.m.0.cv1.conv,16,0.008732961490750313
GradXAct,yolo_model.model.19.m.0.cv1.conv,17,0.0008706697262823582
GradXAct,yolo_model.model.19.m.0.cv1.conv,18,0.032893843948841095
GradXAct,yolo_model.model.19.m.0.cv1.conv,19,-0.0007017888128757477
GradXAct,yolo_model.model.19.m.0.cv1.conv,20,-0.002216423163190484
GradXAct,yolo_model.model.19.m.0.cv1.conv,21,0.005392549559473991
GradXAct,yolo_model.model.19.m.0.cv1.conv,22,0.00017226052295882255
GradXAct,yolo_model.model.19.m.0.cv1.conv,23,0.0006384133012033999
GradXAct,yolo_model.model.19.m.0.cv1.conv,24,-0.005666668526828289
GradXAct,yolo_model.model.19.m.0.cv1.conv,25,0.003345182631164789
GradXAct,yolo_model.model.19.m.0.cv1.conv,26,0.014777377247810364
GradXAct,yolo_model.model.19.m.0.cv1.conv,27,-0.01203706581145525
GradXAct,yolo_model.model.19.m.0.cv1.conv,28,-0.0017540007829666138
GradXAct,yolo_model.model.19.m.0.cv1.conv,29,0.008965411223471165
GradXAct,yolo_model.model.19.m.0.cv1.conv,30,0.013554604724049568
GradXAct,yolo_model.model.19.m.0.cv1.conv,31,0.004673321731388569
GradXAct,yolo_model.model.19.m.0.cv2.conv,0,0.002823879709467292
GradXAct,yolo_model.model.19.m.0.cv2.conv,1,0.001189007074572146
GradXAct,yolo_model.model.19.m.0.cv2.conv,2,8.705840446054935e-05
GradXAct,yolo_model.model.19.m.0.cv2.conv,3,-7.381429895758629e-05
GradXAct,yolo_model.model.19.m.0.cv2.conv,4,-0.00021103491599205881
GradXAct,yolo_model.model.19.m.0.cv2.conv,5,-0.0010095995385199785
GradXAct,yolo_model.model.19.m.0.cv2.conv,6,0.016645953059196472
GradXAct,yolo_model.model.19.m.0.cv2.conv,7,-0.0023203114978969097
GradXAct,yolo_model.model.19.m.0.cv2.conv,8,0.023679811507463455
GradXAct,yolo_model.model.19.m.0.cv2.conv,9,0.00012535757559817284
GradXAct,yolo_model.model.19.m.0.cv2.conv,10,0.006993434391915798
GradXAct,yolo_model.model.19.m.0.cv2.conv,11,-0.018364612013101578
GradXAct,yolo_model.model.19.m.0.cv2.conv,12,0.0022061520721763372
GradXAct,yolo_model.model.19.m.0.cv2.conv,13,0.0036135660484433174
GradXAct,yolo_model.model.19.m.0.cv2.conv,14,-0.005042362026870251
GradXAct,yolo_model.model.19.m.0.cv2.conv,15,-0.00019248388707637787
GradXAct,yolo_model.model.19.m.0.cv2.conv,16,0.002871737815439701
GradXAct,yolo_model.model.19.m.0.cv2.conv,17,-0.0007694208761677146
GradXAct,yolo_model.model.19.m.0.cv2.conv,18,-0.001315176603384316
GradXAct,yolo_model.model.19.m.0.cv2.conv,19,0.0019191256724298
GradXAct,yolo_model.model.19.m.0.cv2.conv,20,0.0041338130831718445
GradXAct,yolo_model.model.19.m.0.cv2.conv,21,0.0013369966764003038
GradXAct,yolo_model.model.19.m.0.cv2.conv,22,0.0011025774292647839
GradXAct,yolo_model.model.19.m.0.cv2.conv,23,-0.0027418150566518307
GradXAct,yolo_model.model.19.m.0.cv2.conv,24,0.002200137823820114
GradXAct,yolo_model.model.19.m.0.cv2.conv,25,0.0018019161652773619
GradXAct,yolo_model.model.19.m.0.cv2.conv,26,0.0021803241688758135
GradXAct,yolo_model.model.19.m.0.cv2.conv,27,0.0006683935062028468
GradXAct,yolo_model.model.19.m.0.cv2.conv,28,-0.0037504611536860466
GradXAct,yolo_model.model.19.m.0.cv2.conv,29,-0.0032803041394799948
GradXAct,yolo_model.model.19.m.0.cv2.conv,30,-0.0008518996764905751
GradXAct,yolo_model.model.19.m.0.cv2.conv,31,-0.004770784638822079
GradXAct,yolo_model.model.19.m.0.cv2.conv,32,-0.000405618833610788
GradXAct,yolo_model.model.19.m.0.cv2.conv,33,0.00041657747351564467
GradXAct,yolo_model.model.19.m.0.cv2.conv,34,-6.093618867453188e-05
GradXAct,yolo_model.model.19.m.0.cv2.conv,35,0.0013129832223057747
GradXAct,yolo_model.model.19.m.0.cv2.conv,36,0.004543539136648178
GradXAct,yolo_model.model.19.m.0.cv2.conv,37,-0.0029661674052476883
GradXAct,yolo_model.model.19.m.0.cv2.conv,38,-8.779647760093212e-05
GradXAct,yolo_model.model.19.m.0.cv2.conv,39,0.02504713274538517
GradXAct,yolo_model.model.19.m.0.cv2.conv,40,0.00027352015604265034
GradXAct,yolo_model.model.19.m.0.cv2.conv,41,-0.006068735849112272
GradXAct,yolo_model.model.19.m.0.cv2.conv,42,0.004517073277384043
GradXAct,yolo_model.model.19.m.0.cv2.conv,43,-0.0044404612854123116
GradXAct,yolo_model.model.19.m.0.cv2.conv,44,0.0007393372361548245
GradXAct,yolo_model.model.19.m.0.cv2.conv,45,0.0011903787963092327
GradXAct,yolo_model.model.19.m.0.cv2.conv,46,-0.01587969809770584
GradXAct,yolo_model.model.19.m.0.cv2.conv,47,0.0005245041102170944
GradXAct,yolo_model.model.19.m.0.cv2.conv,48,-0.002724597230553627
GradXAct,yolo_model.model.19.m.0.cv2.conv,49,0.0049440497532486916
GradXAct,yolo_model.model.19.m.0.cv2.conv,50,0.0004615788348019123
GradXAct,yolo_model.model.19.m.0.cv2.conv,51,0.0007436882006004453
GradXAct,yolo_model.model.19.m.0.cv2.conv,52,0.003594636684283614
GradXAct,yolo_model.model.19.m.0.cv2.conv,53,-0.0036486138124018908
GradXAct,yolo_model.model.19.m.0.cv2.conv,54,0.00890245009213686
GradXAct,yolo_model.model.19.m.0.cv2.conv,55,0.015501854009926319
GradXAct,yolo_model.model.19.m.0.cv2.conv,56,-0.02261236310005188
GradXAct,yolo_model.model.19.m.0.cv2.conv,57,0.0006922123720869422
GradXAct,yolo_model.model.19.m.0.cv2.conv,58,0.0015520963352173567
GradXAct,yolo_model.model.19.m.0.cv2.conv,59,0.0006533637060783803
GradXAct,yolo_model.model.19.m.0.cv2.conv,60,-0.004849809687584639
GradXAct,yolo_model.model.19.m.0.cv2.conv,61,-0.003691506339237094
GradXAct,yolo_model.model.19.m.0.cv2.conv,62,0.004046766087412834
GradXAct,yolo_model.model.19.m.0.cv2.conv,63,0.001655378844588995
GradXAct,yolo_model.model.20.conv,0,-0.0005338843911886215
GradXAct,yolo_model.model.20.conv,1,-0.00018704793183133006
GradXAct,yolo_model.model.20.conv,2,-0.00014076329534873366
GradXAct,yolo_model.model.20.conv,3,-0.0004104561230633408
GradXAct,yolo_model.model.20.conv,4,0.0005289320251904428
GradXAct,yolo_model.model.20.conv,5,-0.0018524863990023732
GradXAct,yolo_model.model.20.conv,6,6.486861093435436e-05
GradXAct,yolo_model.model.20.conv,7,0.002340237144380808
GradXAct,yolo_model.model.20.conv,8,0.0010638920357450843
GradXAct,yolo_model.model.20.conv,9,-0.00030705257086083293
GradXAct,yolo_model.model.20.conv,10,0.000131108274217695
GradXAct,yolo_model.model.20.conv,11,-0.0005040758405812085
GradXAct,yolo_model.model.20.conv,12,-0.0001694462407613173
GradXAct,yolo_model.model.20.conv,13,-0.0008084084838628769
GradXAct,yolo_model.model.20.conv,14,0.0002481192350387573
GradXAct,yolo_model.model.20.conv,15,-0.0006117736920714378
GradXAct,yolo_model.model.20.conv,16,-5.91632560826838e-05
GradXAct,yolo_model.model.20.conv,17,-6.88999643898569e-05
GradXAct,yolo_model.model.20.conv,18,-0.00047770305536687374
GradXAct,yolo_model.model.20.conv,19,-0.0019208965823054314
GradXAct,yolo_model.model.20.conv,20,0.00040306945447809994
GradXAct,yolo_model.model.20.conv,21,-0.00030982261523604393
GradXAct,yolo_model.model.20.conv,22,-0.0014139371924102306
GradXAct,yolo_model.model.20.conv,23,0.0031759629491716623
GradXAct,yolo_model.model.20.conv,24,0.00035145808942615986
GradXAct,yolo_model.model.20.conv,25,-0.00020717488951049745
GradXAct,yolo_model.model.20.conv,26,0.0005659711314365268
GradXAct,yolo_model.model.20.conv,27,0.00023330477415584028
GradXAct,yolo_model.model.20.conv,28,-0.0003838015836663544
GradXAct,yolo_model.model.20.conv,29,-0.0013680323027074337
GradXAct,yolo_model.model.20.conv,30,-0.0004574160266201943
GradXAct,yolo_model.model.20.conv,31,-0.0005445244023576379
GradXAct,yolo_model.model.20.conv,32,0.00017450687300879508
GradXAct,yolo_model.model.20.conv,33,0.00025622668908908963
GradXAct,yolo_model.model.20.conv,34,0.0035657561384141445
GradXAct,yolo_model.model.20.conv,35,0.0005989593337289989
GradXAct,yolo_model.model.20.conv,36,0.0006726683932356536
GradXAct,yolo_model.model.20.conv,37,0.000918896053917706
GradXAct,yolo_model.model.20.conv,38,-0.0009827313479036093
GradXAct,yolo_model.model.20.conv,39,0.00012831133790314198
GradXAct,yolo_model.model.20.conv,40,0.0009295836789533496
GradXAct,yolo_model.model.20.conv,41,0.00043552566785365343
GradXAct,yolo_model.model.20.conv,42,-0.0003071059472858906
GradXAct,yolo_model.model.20.conv,43,-0.0009557005250826478
GradXAct,yolo_model.model.20.conv,44,-0.0006902647437527776
GradXAct,yolo_model.model.20.conv,45,-0.0005988335469737649
GradXAct,yolo_model.model.20.conv,46,1.745146801113151e-05
GradXAct,yolo_model.model.20.conv,47,0.001564333913847804
GradXAct,yolo_model.model.20.conv,48,0.002625836990773678
GradXAct,yolo_model.model.20.conv,49,-0.0004847128875553608
GradXAct,yolo_model.model.20.conv,50,-0.00017868296708911657
GradXAct,yolo_model.model.20.conv,51,0.0010800618911162019
GradXAct,yolo_model.model.20.conv,52,2.5477165763732046e-06
GradXAct,yolo_model.model.20.conv,53,0.00015571057156194001
GradXAct,yolo_model.model.20.conv,54,-0.00043682748218998313
GradXAct,yolo_model.model.20.conv,55,-0.00020336828310973942
GradXAct,yolo_model.model.20.conv,56,-0.00037145387614145875
GradXAct,yolo_model.model.20.conv,57,-0.00012066542694810778
GradXAct,yolo_model.model.20.conv,58,0.0002535536768846214
GradXAct,yolo_model.model.20.conv,59,-0.000593051896430552
GradXAct,yolo_model.model.20.conv,60,5.801165752927773e-05
GradXAct,yolo_model.model.20.conv,61,-0.0007914685411378741
GradXAct,yolo_model.model.20.conv,62,0.0022709956392645836
GradXAct,yolo_model.model.20.conv,63,0.00036776659544557333
GradXAct,yolo_model.model.20.conv,64,0.000308097165543586
GradXAct,yolo_model.model.20.conv,65,0.0027806514408439398
GradXAct,yolo_model.model.20.conv,66,0.00035184709122404456
GradXAct,yolo_model.model.20.conv,67,-0.0005183452740311623
GradXAct,yolo_model.model.20.conv,68,-0.0010237179230898619
GradXAct,yolo_model.model.20.conv,69,0.006545053794980049
GradXAct,yolo_model.model.20.conv,70,0.001094491221010685
GradXAct,yolo_model.model.20.conv,71,-0.0004942611558362842
GradXAct,yolo_model.model.20.conv,72,0.0003446849586907774
GradXAct,yolo_model.model.20.conv,73,2.3168257030192763e-05
GradXAct,yolo_model.model.20.conv,74,-0.00021575548453256488
GradXAct,yolo_model.model.20.conv,75,0.00041702139424160123
GradXAct,yolo_model.model.20.conv,76,0.0003165611415170133
GradXAct,yolo_model.model.20.conv,77,0.0014643565518781543
GradXAct,yolo_model.model.20.conv,78,-0.00018919847207143903
GradXAct,yolo_model.model.20.conv,79,0.0005271743866614997
GradXAct,yolo_model.model.20.conv,80,1.1487893061712384e-05
GradXAct,yolo_model.model.20.conv,81,0.00011634980910457671
GradXAct,yolo_model.model.20.conv,82,0.0013822676846757531
GradXAct,yolo_model.model.20.conv,83,0.00021038594422861934
GradXAct,yolo_model.model.20.conv,84,0.0007936211186461151
GradXAct,yolo_model.model.20.conv,85,0.0005684936768375337
GradXAct,yolo_model.model.20.conv,86,0.0014363588998094201
GradXAct,yolo_model.model.20.conv,87,0.0006633616285398602
GradXAct,yolo_model.model.20.conv,88,-0.001559143653139472
GradXAct,yolo_model.model.20.conv,89,-0.00025381968589499593
GradXAct,yolo_model.model.20.conv,90,-0.00021652819123119116
GradXAct,yolo_model.model.20.conv,91,0.0009410844650119543
GradXAct,yolo_model.model.20.conv,92,0.0008452543406747282
GradXAct,yolo_model.model.20.conv,93,0.003434174694120884
GradXAct,yolo_model.model.20.conv,94,-0.0006912684766575694
GradXAct,yolo_model.model.20.conv,95,0.0018808268941938877
GradXAct,yolo_model.model.20.conv,96,0.0004371782997623086
GradXAct,yolo_model.model.20.conv,97,-0.00012850308849010617
GradXAct,yolo_model.model.20.conv,98,0.0006211150903254747
GradXAct,yolo_model.model.20.conv,99,0.0008862011600285769
GradXAct,yolo_model.model.20.conv,100,0.0007495368481613696
GradXAct,yolo_model.model.20.conv,101,-0.0003316663787700236
GradXAct,yolo_model.model.20.conv,102,0.0002430071763228625
GradXAct,yolo_model.model.20.conv,103,0.0005724148359149694
GradXAct,yolo_model.model.20.conv,104,0.00036897259997203946
GradXAct,yolo_model.model.20.conv,105,0.00041092041647061706
GradXAct,yolo_model.model.20.conv,106,-5.366010736906901e-05
GradXAct,yolo_model.model.20.conv,107,-0.00033442844869568944
GradXAct,yolo_model.model.20.conv,108,0.0009034128743223846
GradXAct,yolo_model.model.20.conv,109,0.00036744234967045486
GradXAct,yolo_model.model.20.conv,110,0.0033728238195180893
GradXAct,yolo_model.model.20.conv,111,0.0005191053496673703
GradXAct,yolo_model.model.20.conv,112,-0.00012504609185270965
GradXAct,yolo_model.model.20.conv,113,0.0005660579190589488
GradXAct,yolo_model.model.20.conv,114,-0.0009421315044164658
GradXAct,yolo_model.model.20.conv,115,0.0015936024719849229
GradXAct,yolo_model.model.20.conv,116,0.00026093045016750693
GradXAct,yolo_model.model.20.conv,117,8.379456994589418e-05
GradXAct,yolo_model.model.20.conv,118,0.003216191427782178
GradXAct,yolo_model.model.20.conv,119,-0.0005139707936905324
GradXAct,yolo_model.model.20.conv,120,0.00042185664642602205
GradXAct,yolo_model.model.20.conv,121,-0.0009880488505586982
GradXAct,yolo_model.model.20.conv,122,-0.0010020110057666898
GradXAct,yolo_model.model.20.conv,123,-0.0008018973167054355
GradXAct,yolo_model.model.20.conv,124,-9.735462663229555e-05
GradXAct,yolo_model.model.20.conv,125,0.00160784344188869
GradXAct,yolo_model.model.20.conv,126,-0.002799258567392826
GradXAct,yolo_model.model.20.conv,127,-0.0023598286788910627
GradXAct,yolo_model.model.22.cv1.conv,0,-0.00034786766627803445
GradXAct,yolo_model.model.22.cv1.conv,1,-0.0007479749619960785
GradXAct,yolo_model.model.22.cv1.conv,2,8.366713882423937e-05
GradXAct,yolo_model.model.22.cv1.conv,3,-0.001590128056704998
GradXAct,yolo_model.model.22.cv1.conv,4,-0.0006215532193891704
GradXAct,yolo_model.model.22.cv1.conv,5,0.00011721982446033508
GradXAct,yolo_model.model.22.cv1.conv,6,-0.0013595526106655598
GradXAct,yolo_model.model.22.cv1.conv,7,-0.000890952767804265
GradXAct,yolo_model.model.22.cv1.conv,8,-0.0017166107427328825
GradXAct,yolo_model.model.22.cv1.conv,9,0.002526968950405717
GradXAct,yolo_model.model.22.cv1.conv,10,0.0006443754537031054
GradXAct,yolo_model.model.22.cv1.conv,11,-0.0009098115260712802
GradXAct,yolo_model.model.22.cv1.conv,12,0.0012738406658172607
GradXAct,yolo_model.model.22.cv1.conv,13,0.00011834931501653045
GradXAct,yolo_model.model.22.cv1.conv,14,0.0009762353729456663
GradXAct,yolo_model.model.22.cv1.conv,15,-0.0010644407011568546
GradXAct,yolo_model.model.22.cv1.conv,16,-0.0004291833902243525
GradXAct,yolo_model.model.22.cv1.conv,17,0.0003346495795994997
GradXAct,yolo_model.model.22.cv1.conv,18,0.0004160254611633718
GradXAct,yolo_model.model.22.cv1.conv,19,0.00103206024505198
GradXAct,yolo_model.model.22.cv1.conv,20,-0.000300936633720994
GradXAct,yolo_model.model.22.cv1.conv,21,0.0025104766245931387
GradXAct,yolo_model.model.22.cv1.conv,22,-0.0006284895353019238
GradXAct,yolo_model.model.22.cv1.conv,23,-0.0003449910436756909
GradXAct,yolo_model.model.22.cv1.conv,24,0.0006197949405759573
GradXAct,yolo_model.model.22.cv1.conv,25,0.00012025753676425666
GradXAct,yolo_model.model.22.cv1.conv,26,2.341507024539169e-05
GradXAct,yolo_model.model.22.cv1.conv,27,0.0005446724826470017
GradXAct,yolo_model.model.22.cv1.conv,28,-0.0018045406322926283
GradXAct,yolo_model.model.22.cv1.conv,29,0.0005364729440771043
GradXAct,yolo_model.model.22.cv1.conv,30,0.0001680904533714056
GradXAct,yolo_model.model.22.cv1.conv,31,0.0004026788810733706
GradXAct,yolo_model.model.22.cv1.conv,32,-0.002163549419492483
GradXAct,yolo_model.model.22.cv1.conv,33,-0.0007609652238897979
GradXAct,yolo_model.model.22.cv1.conv,34,0.0002913522766903043
GradXAct,yolo_model.model.22.cv1.conv,35,-0.002374372910708189
GradXAct,yolo_model.model.22.cv1.conv,36,-0.0016906547825783491
GradXAct,yolo_model.model.22.cv1.conv,37,0.0018370850011706352
GradXAct,yolo_model.model.22.cv1.conv,38,-0.0018615692388266325
GradXAct,yolo_model.model.22.cv1.conv,39,-1.1608819477260113e-05
GradXAct,yolo_model.model.22.cv1.conv,40,0.0013584678526967764
GradXAct,yolo_model.model.22.cv1.conv,41,-0.0005514648510143161
GradXAct,yolo_model.model.22.cv1.conv,42,0.0009098579175770283
GradXAct,yolo_model.model.22.cv1.conv,43,0.0008383030071854591
GradXAct,yolo_model.model.22.cv1.conv,44,0.006611448712646961
GradXAct,yolo_model.model.22.cv1.conv,45,-0.000836007937323302
GradXAct,yolo_model.model.22.cv1.conv,46,-0.00013845648209098727
GradXAct,yolo_model.model.22.cv1.conv,47,-6.993772694841027e-05
GradXAct,yolo_model.model.22.cv1.conv,48,0.0005872315960004926
GradXAct,yolo_model.model.22.cv1.conv,49,0.0005223943735472858
GradXAct,yolo_model.model.22.cv1.conv,50,-0.004886825568974018
GradXAct,yolo_model.model.22.cv1.conv,51,0.0004008686519227922
GradXAct,yolo_model.model.22.cv1.conv,52,0.0002966755419038236
GradXAct,yolo_model.model.22.cv1.conv,53,1.2285214324947447e-05
GradXAct,yolo_model.model.22.cv1.conv,54,0.001071743667125702
GradXAct,yolo_model.model.22.cv1.conv,55,0.0008566055330447853
GradXAct,yolo_model.model.22.cv1.conv,56,-0.004669457674026489
GradXAct,yolo_model.model.22.cv1.conv,57,0.00032020642538554966
GradXAct,yolo_model.model.22.cv1.conv,58,-0.001359548419713974
GradXAct,yolo_model.model.22.cv1.conv,59,0.0003782766289077699
GradXAct,yolo_model.model.22.cv1.conv,60,0.0013395752757787704
GradXAct,yolo_model.model.22.cv1.conv,61,-0.00020440951630007476
GradXAct,yolo_model.model.22.cv1.conv,62,-0.0010305589530616999
GradXAct,yolo_model.model.22.cv1.conv,63,7.618204836035147e-05
GradXAct,yolo_model.model.22.cv1.conv,64,0.0011192229576408863
GradXAct,yolo_model.model.22.cv1.conv,65,-7.835982250981033e-05
GradXAct,yolo_model.model.22.cv1.conv,66,-0.004060085862874985
GradXAct,yolo_model.model.22.cv1.conv,67,-0.00016426603542640805
GradXAct,yolo_model.model.22.cv1.conv,68,0.005456362385302782
GradXAct,yolo_model.model.22.cv1.conv,69,-0.0023985852021723986
GradXAct,yolo_model.model.22.cv1.conv,70,0.0006483481847681105
GradXAct,yolo_model.model.22.cv1.conv,71,-0.0005099429399706423
GradXAct,yolo_model.model.22.cv1.conv,72,-0.004332011565566063
GradXAct,yolo_model.model.22.cv1.conv,73,-0.00096588593441993
GradXAct,yolo_model.model.22.cv1.conv,74,-0.0009482853347435594
GradXAct,yolo_model.model.22.cv1.conv,75,-0.007445582188665867
GradXAct,yolo_model.model.22.cv1.conv,76,0.00180140626616776
GradXAct,yolo_model.model.22.cv1.conv,77,-0.00021400196419563144
GradXAct,yolo_model.model.22.cv1.conv,78,-0.00021973972616251558
GradXAct,yolo_model.model.22.cv1.conv,79,0.0028379284776747227
GradXAct,yolo_model.model.22.cv1.conv,80,0.0013251882046461105
GradXAct,yolo_model.model.22.cv1.conv,81,-0.002912619151175022
GradXAct,yolo_model.model.22.cv1.conv,82,0.003916383255273104
GradXAct,yolo_model.model.22.cv1.conv,83,-0.0002913234638981521
GradXAct,yolo_model.model.22.cv1.conv,84,0.0012576824519783258
GradXAct,yolo_model.model.22.cv1.conv,85,5.913469067309052e-05
GradXAct,yolo_model.model.22.cv1.conv,86,0.005706172436475754
GradXAct,yolo_model.model.22.cv1.conv,87,-0.0029876884073019028
GradXAct,yolo_model.model.22.cv1.conv,88,-0.0011955236550420523
GradXAct,yolo_model.model.22.cv1.conv,89,-0.0022811314556747675
GradXAct,yolo_model.model.22.cv1.conv,90,0.000569260329939425
GradXAct,yolo_model.model.22.cv1.conv,91,-0.0033409891184419394
GradXAct,yolo_model.model.22.cv1.conv,92,0.0033356999047100544
GradXAct,yolo_model.model.22.cv1.conv,93,-0.005330224521458149
GradXAct,yolo_model.model.22.cv1.conv,94,-0.00010651749471435323
GradXAct,yolo_model.model.22.cv1.conv,95,-0.0003738185332622379
GradXAct,yolo_model.model.22.cv1.conv,96,-0.007631010375916958
GradXAct,yolo_model.model.22.cv1.conv,97,0.001344348769634962
GradXAct,yolo_model.model.22.cv1.conv,98,0.0001991242461372167
GradXAct,yolo_model.model.22.cv1.conv,99,-0.0011904756538569927
GradXAct,yolo_model.model.22.cv1.conv,100,-0.008049903437495232
GradXAct,yolo_model.model.22.cv1.conv,101,0.0035526296123862267
GradXAct,yolo_model.model.22.cv1.conv,102,-0.00012185996456537396
GradXAct,yolo_model.model.22.cv1.conv,103,-0.00011201953748241067
GradXAct,yolo_model.model.22.cv1.conv,104,-0.00041117568616755307
GradXAct,yolo_model.model.22.cv1.conv,105,0.0030919925775378942
GradXAct,yolo_model.model.22.cv1.conv,106,0.00956826563924551
GradXAct,yolo_model.model.22.cv1.conv,107,0.0015927654458209872
GradXAct,yolo_model.model.22.cv1.conv,108,0.0008803185191936791
GradXAct,yolo_model.model.22.cv1.conv,109,-0.0003598038456402719
GradXAct,yolo_model.model.22.cv1.conv,110,0.0018542676698416471
GradXAct,yolo_model.model.22.cv1.conv,111,0.000807309290394187
GradXAct,yolo_model.model.22.cv1.conv,112,0.0002228811790701002
GradXAct,yolo_model.model.22.cv1.conv,113,0.0003553074784576893
GradXAct,yolo_model.model.22.cv1.conv,114,0.0004605267895385623
GradXAct,yolo_model.model.22.cv1.conv,115,-0.004343865439295769
GradXAct,yolo_model.model.22.cv1.conv,116,-0.005827145650982857
GradXAct,yolo_model.model.22.cv1.conv,117,1.56326568685472e-05
GradXAct,yolo_model.model.22.cv1.conv,118,-0.0001970521261682734
GradXAct,yolo_model.model.22.cv1.conv,119,8.686434011906385e-05
GradXAct,yolo_model.model.22.cv1.conv,120,-5.878534648218192e-05
GradXAct,yolo_model.model.22.cv1.conv,121,0.0011096794623881578
GradXAct,yolo_model.model.22.cv1.conv,122,-0.0020197287667542696
GradXAct,yolo_model.model.22.cv1.conv,123,-1.0419054888188839e-05
GradXAct,yolo_model.model.22.cv1.conv,124,0.00023942251573316753
GradXAct,yolo_model.model.22.cv1.conv,125,7.461192581104115e-06
GradXAct,yolo_model.model.22.cv1.conv,126,0.003859727643430233
GradXAct,yolo_model.model.22.cv1.conv,127,0.002311553806066513
GradXAct,yolo_model.model.22.cv1.conv,128,0.00047509800060652196
GradXAct,yolo_model.model.22.cv1.conv,129,5.859472730662674e-05
GradXAct,yolo_model.model.22.cv1.conv,130,0.0008010441670194268
GradXAct,yolo_model.model.22.cv1.conv,131,-0.003620212897658348
GradXAct,yolo_model.model.22.cv1.conv,132,-8.224319026339799e-05
GradXAct,yolo_model.model.22.cv1.conv,133,0.0003142238419968635
GradXAct,yolo_model.model.22.cv1.conv,134,-0.00035454024327918887
GradXAct,yolo_model.model.22.cv1.conv,135,-0.00030622267513535917
GradXAct,yolo_model.model.22.cv1.conv,136,0.00043533556163311005
GradXAct,yolo_model.model.22.cv1.conv,137,5.606637569144368e-05
GradXAct,yolo_model.model.22.cv1.conv,138,1.9159255316480994e-05
GradXAct,yolo_model.model.22.cv1.conv,139,-0.0016392329707741737
GradXAct,yolo_model.model.22.cv1.conv,140,8.287392120109871e-06
GradXAct,yolo_model.model.22.cv1.conv,141,0.005169683136045933
GradXAct,yolo_model.model.22.cv1.conv,142,0.0002500774571672082
GradXAct,yolo_model.model.22.cv1.conv,143,0.00040716081275604665
GradXAct,yolo_model.model.22.cv1.conv,144,0.0008581337169744074
GradXAct,yolo_model.model.22.cv1.conv,145,-0.0005030233878642321
GradXAct,yolo_model.model.22.cv1.conv,146,0.0007192535558715463
GradXAct,yolo_model.model.22.cv1.conv,147,-0.00011267547961324453
GradXAct,yolo_model.model.22.cv1.conv,148,-0.0007861960912123322
GradXAct,yolo_model.model.22.cv1.conv,149,-0.0017127706669270992
GradXAct,yolo_model.model.22.cv1.conv,150,0.00046683207619935274
GradXAct,yolo_model.model.22.cv1.conv,151,0.0025490596890449524
GradXAct,yolo_model.model.22.cv1.conv,152,0.00041276373667642474
GradXAct,yolo_model.model.22.cv1.conv,153,-0.00842558965086937
GradXAct,yolo_model.model.22.cv1.conv,154,0.00029406361863948405
GradXAct,yolo_model.model.22.cv1.conv,155,0.0017714141868054867
GradXAct,yolo_model.model.22.cv1.conv,156,-0.0007857601158320904
GradXAct,yolo_model.model.22.cv1.conv,157,0.0015843240544199944
GradXAct,yolo_model.model.22.cv1.conv,158,0.00041746371425688267
GradXAct,yolo_model.model.22.cv1.conv,159,-0.0009908184874802828
GradXAct,yolo_model.model.22.cv1.conv,160,0.000692358473315835
GradXAct,yolo_model.model.22.cv1.conv,161,-0.0003721396205946803
GradXAct,yolo_model.model.22.cv1.conv,162,0.0008430692250840366
GradXAct,yolo_model.model.22.cv1.conv,163,0.0011945969890803099
GradXAct,yolo_model.model.22.cv1.conv,164,-0.001017547445371747
GradXAct,yolo_model.model.22.cv1.conv,165,0.005185941234230995
GradXAct,yolo_model.model.22.cv1.conv,166,0.0005592004745267332
GradXAct,yolo_model.model.22.cv1.conv,167,-0.00015852012438699603
GradXAct,yolo_model.model.22.cv1.conv,168,0.0005073576467111707
GradXAct,yolo_model.model.22.cv1.conv,169,-1.7635211406741291e-06
GradXAct,yolo_model.model.22.cv1.conv,170,0.00025365076726302505
GradXAct,yolo_model.model.22.cv1.conv,171,0.0011584709864109755
GradXAct,yolo_model.model.22.cv1.conv,172,-0.002099585020914674
GradXAct,yolo_model.model.22.cv1.conv,173,0.001911486266180873
GradXAct,yolo_model.model.22.cv1.conv,174,5.230835813563317e-05
GradXAct,yolo_model.model.22.cv1.conv,175,-0.0002613431424833834
GradXAct,yolo_model.model.22.cv1.conv,176,0.000721797114238143
GradXAct,yolo_model.model.22.cv1.conv,177,-0.0013833767734467983
GradXAct,yolo_model.model.22.cv1.conv,178,-0.0011059802491217852
GradXAct,yolo_model.model.22.cv1.conv,179,-0.00016994288307614625
GradXAct,yolo_model.model.22.cv1.conv,180,-9.248629794456065e-05
GradXAct,yolo_model.model.22.cv1.conv,181,3.060282324440777e-05
GradXAct,yolo_model.model.22.cv1.conv,182,-5.885797872906551e-05
GradXAct,yolo_model.model.22.cv1.conv,183,-0.0004719665157608688
GradXAct,yolo_model.model.22.cv1.conv,184,0.0030114746186882257
GradXAct,yolo_model.model.22.cv1.conv,185,-0.0013115042820572853
GradXAct,yolo_model.model.22.cv1.conv,186,0.00152081367559731
GradXAct,yolo_model.model.22.cv1.conv,187,0.0011827757116407156
GradXAct,yolo_model.model.22.cv1.conv,188,-0.00038935354677960277
GradXAct,yolo_model.model.22.cv1.conv,189,-0.0013124920660629869
GradXAct,yolo_model.model.22.cv1.conv,190,-0.0007207585731521249
GradXAct,yolo_model.model.22.cv1.conv,191,0.0018948097713291645
GradXAct,yolo_model.model.22.cv1.conv,192,-0.002013753866776824
